endDate,revenue
2013-12-31,26743.0
2014-12-31,42650.0
2015-12-31,41084.0
2016-12-31,40180.0
2017-12-31,42207.0
2018-12-31,44541.0
2019-12-31,45768.0
2020-12-31,17337.0
2021-12-31,29882.0
2022-12-31,48971.0
2023-12-31,52788.0
