endDate,revenue
2013-12-31,5474.7
2014-12-31,4743.2
2015-12-31,1115.8
2016-12-31,867.0
2017-12-31,1099.0
2018-12-31,1132.0
2019-12-31,4590.0
2020-12-31,4124.0
2021-12-31,6538.0
2022-12-31,11186.0
2023-12-31,6631.0
