endDate,revenue
2014-05-31,4.551812
2015-05-31,4476.886
2016-05-31,4905.458
2017-05-31,5323.381
2018-05-31,6476.632
2019-05-31,6892.303
2020-05-31,7085.12
2021-05-31,7116.34
2022-05-31,7854.459
2023-05-31,8815.769
