endDate,revenue
2013-12-31,5.170138
2014-12-31,4.870818
2015-12-31,5266.103
2016-12-31,5435.229
2017-12-31,5538.64
2018-12-31,5657.919
2019-12-31,5755.189
2020-12-31,4607.503
2021-12-31,5116.789
2022-12-31,5291.447
2023-12-31,5658.836
