endDate,revenue
2013-12-31,2.378972
2014-12-31,2.485983
2015-12-31,2395.447
2016-12-31,2508.257
2017-12-31,2725.053
2018-12-31,2935.586
2019-12-31,3008.652
2020-12-31,3085.177
2021-12-31,3717.93
2022-12-31,3919.709
2023-12-31,3788.309
