endDate,revenue
2015-10-31,52107.0
2016-10-31,50123.0
2017-10-31,28871.0
2018-10-31,30852.0
2019-10-31,29135.0
2020-10-31,26982.0
2021-10-31,27784.0
2022-10-31,28496.0
2023-10-31,29135.0
