endDate,revenue
2014-02-01,2.670573
2015-01-31,3.241369
2016-01-30,3924.116
2017-01-28,4854.737
2018-02-03,108.756
2019-02-02,108.756
2020-02-01,7398.068
2021-01-30,6151.953
2022-01-29,8630.889
2023-01-28,10208.58
