endDate,revenue
2013-12-31,71023.5
2014-12-31,73874.1
2015-12-31,79156.5
2016-12-31,84863.0
2017-12-31,90039.4
2018-12-31,92105.0
2019-12-31,104213.0
2020-12-31,121867.0
2021-12-31,138639.0
2022-12-31,156595.0
2023-12-31,171340.0
