endDate,revenue
2013-12-31,0.86126
2014-12-31,0.936021
2015-12-31,942.753
2016-12-31,988.465
2017-12-31,1095.25
2018-12-31,1293.636
2019-12-31,1515.892
2020-12-31,1681.297
2021-12-31,1906.715
2022-12-31,2065.553
2023-12-31,2269.949
