endDate,revenue
2013-05-31,0.008155
2014-12-31,0.009108
2015-12-31,9754.0
2016-12-31,29003.0
2017-12-31,41581.0
2018-12-31,43634.0
2019-12-31,45764.0
2020-12-31,48097.0
2021-12-31,51682.0
2022-12-31,54022.0
2023-12-31,54607.0
