endDate,revenue
2014-01-03,2.288124
2015-01-02,2.395546
2016-01-01,2290.4
2016-12-30,2362.2
2017-12-29,2654.2
2018-12-28,3108.4
2020-01-03,3264.3
2021-01-01,3147.7
2021-12-31,3659.1
2022-12-30,3676.3
2023-12-29,3798.7
