endDate,revenue
2013-12-31,0.416643
2014-12-31,0.493101
2015-12-31,591.022
2016-12-31,756.043
2017-12-31,840.662
2018-12-31,935.282
2019-12-31,1086.427
2020-12-31,1116.663
2021-12-31,1592.287
2022-12-31,1850.204
2023-12-31,1951.751
