datetime	symbol	open	high	low	close	volume
2004-04-12 15:30:00	:NDX	1489.59	1497.50	1488.35	1495.93	0.00
2004-04-13 15:30:00	:NDX	1501.98	1502.52	1469.88	1472.88	0.00
2004-04-14 15:30:00	:NDX	1464.32	1485.28	1463.63	1475.66	0.00
2004-04-15 15:30:00	:NDX	1479.56	1481.77	1449.40	1459.45	0.00
2004-04-16 15:30:00	:NDX	1458.51	1460.39	1440.56	1449.06	0.00
2004-04-19 15:30:00	:NDX	1448.89	1473.53	1448.03	1473.48	0.00
2004-04-20 15:30:00	:NDX	1473.98	1479.68	1436.89	1436.90	0.00
2004-04-21 15:30:00	:NDX	1446.02	1452.92	1434.16	1451.01	0.00
2004-04-22 15:30:00	:NDX	1450.38	1488.74	1449.06	1485.50	0.00
2004-04-23 15:30:00	:NDX	1492.24	1497.17	1484.36	1497.01	0.00
2004-04-26 15:30:00	:NDX	1496.67	1499.45	1474.79	1480.53	0.00
2004-04-27 15:30:00	:NDX	1485.67	1495.62	1476.42	1479.47	0.00
2004-04-28 15:30:00	:NDX	1475.88	1476.03	1449.23	1453.03	0.00
2004-04-29 15:30:00	:NDX	1451.40	1461.13	1420.66	1431.36	0.00
2004-04-30 15:30:00	:NDX	1435.16	1439.69	1401.36	1401.36	0.00
2004-05-03 15:30:00	:NDX	1409.06	1428.49	1404.06	1415.29	0.00
2004-05-04 15:30:00	:NDX	1417.12	1438.49	1409.39	1422.11	0.00
2004-05-05 15:30:00	:NDX	1424.71	1435.46	1416.73	1428.42	0.00
2004-05-06 15:30:00	:NDX	1416.59	1425.50	1403.36	1415.60	0.00
2004-05-07 15:30:00	:NDX	1411.05	1432.71	1406.19	1406.19	0.00
2004-05-10 15:30:00	:NDX	1395.21	1403.59	1384.89	1397.10	0.00
2004-05-11 15:30:00	:NDX	1406.36	1422.51	1406.36	1421.89	0.00
2004-05-12 15:30:00	:NDX	1412.50	1417.03	1378.64	1414.83	0.00
2004-05-13 15:30:00	:NDX	1408.58	1425.69	1405.60	1417.09	0.00
2004-05-14 15:30:00	:NDX	1415.44	1419.57	1394.37	1399.85	0.00
2004-05-17 15:30:00	:NDX	1379.99	1391.77	1372.46	1379.90	0.00
2004-05-18 15:30:00	:NDX	1395.23	1404.27	1393.08	1397.47	0.00
2004-05-19 15:30:00	:NDX	1414.38	1427.51	1396.34	1396.34	0.00
