endDate,revenue
2014-10-31,32960.6
2015-10-31,25775.2
2016-10-31,23387.3
2017-10-29,25885.1
2018-10-28,37357.7
2019-11-03,39258.0
2020-11-01,35540.0
2021-10-31,44024.0
2022-10-30,52577.0
2023-10-29,61251.0
