endDate,revenue
2014-06-28,46516.712
2015-06-27,48680.752
2016-07-02,50366.919
2017-07-01,55371.139
2018-06-30,58727.324
2019-06-29,60113.922
2020-06-27,52893.31
2021-07-03,51297.843
2022-07-02,68636.146
2023-07-01,76324.675
