endDate,revenue
2013-05-25,29997.0
2014-05-24,32961.0
2015-05-23,33051.0
2016-05-21,34604.0
2017-05-20,36285.0
2018-05-26,37530.0
2019-05-25,37251.0
2020-05-23,41549.0
2022-01-29,137888.0
2023-01-28,148258.0
