endDate,revenue
2014-08-03,8268.0
2015-08-02,8082.0
2016-07-31,7961.0
2017-07-30,7890.0
2018-07-29,8685.0
2019-07-28,8107.0
2020-08-02,8691.0
2021-08-01,8476.0
2022-07-31,8562.0
2023-07-30,9357.0
