fiscalDateEnding	reportedCurrency	totalAssets	totalCurrentAssets	cashAndCashEquivalentsAtCarryingValue	cashAndShortTermInvestments	inventory	currentNetReceivables	totalNonCurrentAssets	propertyPlantEquipment	accumulatedDepreciationAmortizationPPE	intangibleAssets	intangibleAssetsExcludingGoodwill	goodwill	investments	longTermInvestments	shortTermInvestments	otherCurrentAssets	otherNonCurrentAssets	totalLiabilities	totalCurrentLiabilities	currentAccountsPayable	deferredRevenue	currentDebt	shortTermDebt	totalNonCurrentLiabilities	capitalLeaseObligations	longTermDebt	currentLongTermDebt	longTermDebtNoncurrent	shortLongTermDebtTotal	otherCurrentLiabilities	otherNonCurrentLiabilities	totalShareholderEquity	treasuryStock	retainedEarnings	commonStock	commonStockSharesOutstanding
2023-08-31	USD	96628000000	15503000000	739000000	739000000	8257000000	5381000000	81125000000	10909000000	13000000000	41822000000	13635000000	28187000000	3508000000	3497000000	11000000	1127000000	2550000000	68140000000	24535000000	12635000000	None	974000000	917000000	43605000000	919000000	9092000000	918000000	8145000000	10009000000	8635000000	5757000000	20020000000	20717000000	33058000000	12000000	863500000
2022-08-31	USD	90124000000	16902000000	1358000000	2472000000	8353000000	5017000000	73222000000	23884000000	12800000000	33010000000	10730000000	22280000000	6609000000	5495000000	1114000000	1059000000	1730000000	59717000000	22583000000	11255000000	None	1096000000	1059000000	37134000000	899000000	11708000000	1059000000	10615000000	12767000000	7983000000	3009000000	25275000000	20683000000	37801000000	12000000	864400000
2021-08-31	USD	81285000000	15814000000	559000000	1193000000	8159000000	5663000000	65471000000	12247000000	13100000000	22357000000	9936000000	12421000000	6987000000	6987000000	634000000	800000000	1987000000	57145000000	22054000000	11136000000	None	1342000000	1305000000	35091000000	974000000	9018000000	1306000000	7675000000	10323000000	-1000000	3413000000	23419000000	20593000000	35121000000	12000000	865100000
2020-08-31	USD	87174000000	18073000000	469000000	516000000	7917000000	7132000000	69101000000	12796000000	12131000000	22085000000	10072000000	12013000000	7338000000	7338000000	47000000	598000000	581000000	66038000000	27070000000	10145000000	None	3572000000	3265000000	38968000000	1013000000	15816000000	3000000	12203000000	19081000000	-1000000	3222000000	20637000000	20575000000	34210000000	12000000	866500000
2019-08-31	USD	67598000000	18700000000	1023000000	1023000000	9333000000	7226000000	48899000000	13478000000	11310000000	24418000000	10876000000	13542000000	6851000000	6851000000	5000000	1118000000	1133000000	44086000000	25769000000	14341000000	None	5738000000	5738000000	17678000000	None	16916000000	5738000000	11098000000	22654000000	5690000000	4795000000	23512000000	19057000000	35815000000	12000000	899600000
2018-08-31	USD	68124000000	17846000000	785000000	785000000	9565000000	6573000000	50278000000	13911000000	10513000000	28697000000	11783000000	16914000000	6610000000	6610000000	191000000	923000000	1060000000	42117000000	21667000000	13566000000	None	1966000000	1966000000	19768000000	None	14477000000	1966000000	12431000000	16443000000	5862000000	5522000000	26007000000	15047000000	33551000000	12000000	974800000
2017-08-31	USD	66009000000	19753000000	3301000000	3301000000	8899000000	6528000000	46256000000	13642000000	9318000000	25788000000	10156000000	15632000000	6320000000	6320000000	203000000	1025000000	506000000	38543000000	18547000000	12494000000	None	251000000	251000000	19188000000	None	13027000000	251000000	12684000000	13278000000	4245000000	4223000000	27466000000	9971000000	30137000000	12000000	1055200000
2016-08-31	USD	72688000000	25883000000	9807000000	9839000000	8956000000	6260000000	46805000000	14335000000	8600000000	25829000000	10302000000	15527000000	6174000000	6174000000	32000000	860000000	467000000	42808000000	17013000000	11000000000	None	323000000	323000000	25394000000	None	19150000000	323000000	18705000000	19473000000	4086000000	4045000000	29880000000	4934000000	27684000000	12000000	1082500000
2015-08-31	USD	68782000000	19657000000	3000000000	3036000000	8678000000	6849000000	49125000000	15068000000	7540000000	28723000000	12351000000	16372000000	1183000000	1242000000	36000000	1130000000	4092000000	37921000000	16557000000	10088000000	None	1113000000	1113000000	20925000000	None	24000000	14383000000	13315000000	1137000000	3868000000	4072000000	30861000000	3977000000	25089000000	12000000	1053900000
2014-08-31	USD	37250000000	12242000000	2646000000	2646000000	6076000000	None	25008000000	12257000000	6839000000	3539000000	1180000000	2359000000	None	8313000000	None	302000000	1876000000	16737000000	8895000000	4315000000	None	None	774000000	7738000000	None	3724000000	8000000	3716000000	4510000000	2578000000	2942000000	20513000000	3197000000	22327000000	80000000	965200000
