fiscalDateEnding	reportedCurrency	operatingCashflow	paymentsForOperatingActivities	proceedsFromOperatingActivities	changeInOperatingLiabilities	changeInOperatingAssets	depreciationDepletionAndAmortization	capitalExpenditures	changeInReceivables	changeInInventory	profitLoss	cashflowFromInvestment	cashflowFromFinancing	proceedsFromRepaymentsOfShortTermDebt	paymentsForRepurchaseOfCommonStock	paymentsForRepurchaseOfEquity	paymentsForRepurchaseOfPreferredStock	dividendPayout	dividendPayoutCommonStock	dividendPayoutPreferredStock	proceedsFromIssuanceOfCommonStock	proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet	proceedsFromIssuanceOfPreferredStock	proceedsFromRepurchaseOfEquity	proceedsFromSaleOfTreasuryStock	changeInCashAndCashEquivalents	changeInExchangeRate	netIncome
2023-12-31	USD	101746000000	3173000000	None	5126000000	9976000000	11946000000	32251000000	7833000000	2276000000	73795000000	-27063000000	-72093000000	None	61504000000	61504000000	None	None	None	None	None	None	None	-61504000000	None	None	None	73795000000
2022-12-31	USD	91495000000	2722000000	None	4989000000	7363000000	13475000000	31485000000	2317000000	None	59972000000	-20298000000	-69757000000	None	59296000000	59296000000	None	None	None	None	None	None	None	-59296000000	None	1440000000	None	59972000000
2021-12-31	USD	91652000000	2489000000	None	8361000000	10941000000	12441000000	24640000000	9095000000	7140000000	76033000000	-35523000000	-61362000000	None	50274000000	50274000000	None	None	None	None	None	None	None	-50274000000	None	-5233000000	None	76033000000
2020-12-31	USD	65124000000	2004000000	None	6833000000	7854000000	13697000000	22281000000	6524000000	5813000000	40269000000	-32773000000	-24408000000	None	31149000000	31149000000	None	None	None	None	None	None	None	-31149000000	None	7943000000	None	40269000000
2019-12-31	USD	54520000000	1661000000	None	7635000000	4961000000	11781000000	23548000000	4340000000	7822000000	34343000000	-29491000000	-23209000000	None	18396000000	18396000000	None	None	None	None	None	None	None	-18396000000	None	1820000000	None	34343000000
2018-12-31	USD	47971000000	69000000	None	10052000000	3376000000	9035000000	25139000000	2169000000	7890000000	30736000000	-28504000000	-13179000000	None	9075000000	9075000000	None	None	None	None	None	None	None	-9075000000	None	5986000000	-302000000	30736000000
2017-12-31	USD	37091000000	84000000	None	6012000000	5932000000	6915000000	13184000000	3768000000	3682000000	12506000000	-31401000000	-8298000000	None	4846000000	4846000000	None	0	None	None	None	None	None	-4846000000	None	-2203000000	405000000	12662000000
2016-12-31	USD	36036000000	84000000	None	1848000000	2578000000	6144000000	10212000000	2578000000	2420000000	19276000000	-31165000000	-8332000000	None	3693000000	3693000000	None	0	None	None	None	None	None	-3395000000	None	-3631000000	-170000000	19478000000
2015-12-31	USD	26572000000	3982000000	None	1843000000	2094000000	5063000000	9915000000	2094000000	1618000000	16121000000	-23711000000	-4225000000	None	1780000000	1780000000	None	47000000	None	None	None	None	None	-1387000000	None	-1798000000	-434000000	16348000000
