fiscalDateEnding	reportedCurrency	totalAssets	totalCurrentAssets	cashAndCashEquivalentsAtCarryingValue	cashAndShortTermInvestments	inventory	currentNetReceivables	totalNonCurrentAssets	propertyPlantEquipment	accumulatedDepreciationAmortizationPPE	intangibleAssets	intangibleAssetsExcludingGoodwill	goodwill	investments	longTermInvestments	shortTermInvestments	otherCurrentAssets	otherNonCurrentAssets	totalLiabilities	totalCurrentLiabilities	currentAccountsPayable	deferredRevenue	currentDebt	shortTermDebt	totalNonCurrentLiabilities	capitalLeaseObligations	longTermDebt	currentLongTermDebt	longTermDebtNoncurrent	shortLongTermDebtTotal	otherCurrentLiabilities	otherNonCurrentLiabilities	totalShareholderEquity	treasuryStock	retainedEarnings	commonStock	commonStockSharesOutstanding
2023-05-31	USD	37531000000	25202000000	7441000000	7441000000	8454000000	4131000000	9434000000	5081000000	5634000000	555000000	274000000	281000000	3234000000	None	3234000000	1942000000	None	23527000000	9256000000	2862000000	None	6000000	6000000	12610000000	3211000000	8927000000	0	8927000000	8933000000	5963000000	2558000000	14004000000	None	1358000000	3000000	1536300000
2022-05-31	USD	40321000000	28213000000	8574000000	8574000000	8420000000	4667000000	9163000000	4791000000	5306000000	570000000	286000000	284000000	None	None	4423000000	2129000000	None	25040000000	10730000000	3358000000	None	510000000	10000000	12587000000	3197000000	9420000000	500000000	8920000000	9430000000	6220000000	2613000000	15281000000	None	3476000000	3000000	1571900000
2021-05-31	USD	37740000000	26291000000	9889000000	13476000000	6854000000	4463000000	8528000000	4904000000	5157000000	511000000	269000000	242000000	3587000000	None	3587000000	1498000000	None	24973000000	9674000000	2836000000	None	2000000	2000000	12344000000	3398000000	9413000000	0	9413000000	9415000000	6063000000	2955000000	12767000000	None	3179000000	3000000	1579300000
2020-05-31	USD	31342000000	20556000000	8348000000	8787000000	7367000000	2749000000	8460000000	4866000000	4795000000	497000000	274000000	223000000	439000000	None	439000000	1653000000	None	23287000000	8284000000	2248000000	None	696000000	248000000	12319000000	3358000000	9409000000	3000000	9406000000	9657000000	4982000000	2684000000	8055000000	None	-191000000	3000000	1555800000
2019-05-31	USD	23717000000	16525000000	4466000000	4663000000	5622000000	4272000000	5181000000	4744000000	4725000000	437000000	283000000	154000000	197000000	None	197000000	1968000000	None	14677000000	7866000000	2612000000	None	15000000	9000000	3464000000	None	3470000000	6000000	3464000000	3479000000	4776000000	3347000000	9040000000	None	1643000000	3000000	1570400000
2018-05-31	USD	22536000000	15134000000	4249000000	5245000000	5261000000	3498000000	4893000000	4454000000	4437000000	439000000	285000000	154000000	996000000	None	996000000	1130000000	None	12724000000	6040000000	2279000000	None	342000000	336000000	3468000000	None	3474000000	6000000	3468000000	3810000000	3045000000	None	9812000000	None	3517000000	3000000	1605500000
2017-05-31	USD	23259000000	16061000000	3808000000	6179000000	5055000000	3677000000	4411000000	3989000000	3969000000	422000000	283000000	139000000	None	None	2371000000	1150000000	None	10852000000	5474000000	2048000000	None	331000000	325000000	3471000000	None	3477000000	6000000	3471000000	3802000000	2815000000	None	12407000000	None	6907000000	3000000	1646700000
2016-05-31	USD	21379000000	15025000000	3138000000	5457000000	4838000000	3241000000	3932000000	3520000000	3518000000	412000000	281000000	131000000	None	None	2319000000	1489000000	None	9121000000	5358000000	2191000000	None	45000000	1000000	2010000000	None	2037000000	44000000	1993000000	2038000000	2878000000	None	12258000000	None	4151000000	3000000	1682000000
2015-05-31	USD	21597000000	15587000000	3852000000	5924000000	4337000000	3358000000	3423000000	3011000000	3341000000	412000000	281000000	131000000	None	None	2072000000	2357000000	None	8890000000	6332000000	2131000000	None	181000000	74000000	1079000000	None	1186000000	107000000	1079000000	1260000000	3777000000	None	12707000000	None	4685000000	3000000	857200000
2014-05-31	USD	18594000000	13696000000	2220000000	5142000000	3947000000	3434000000	3247000000	2834000000	3386000000	413000000	282000000	131000000	None	None	2922000000	1173000000	None	7770000000	5027000000	1930000000	None	174000000	167000000	1199000000	None	1206000000	7000000	1199000000	1373000000	2287000000	None	10824000000	None	4871000000	3000000	873800000
