fiscalDateEnding	reportedCurrency	totalAssets	totalCurrentAssets	cashAndCashEquivalentsAtCarryingValue	cashAndShortTermInvestments	inventory	currentNetReceivables	totalNonCurrentAssets	propertyPlantEquipment	accumulatedDepreciationAmortizationPPE	intangibleAssets	intangibleAssetsExcludingGoodwill	goodwill	investments	longTermInvestments	shortTermInvestments	otherCurrentAssets	otherNonCurrentAssets	totalLiabilities	totalCurrentLiabilities	currentAccountsPayable	deferredRevenue	currentDebt	shortTermDebt	totalNonCurrentLiabilities	capitalLeaseObligations	longTermDebt	currentLongTermDebt	longTermDebtNoncurrent	shortLongTermDebtTotal	otherCurrentLiabilities	otherNonCurrentLiabilities	totalShareholderEquity	treasuryStock	retainedEarnings	commonStock	commonStockSharesOutstanding
2023-12-31	USD	52456000000	20521000000	1442000000	1442000000	3132000000	2132000000	33736000000	8370000000	12812000000	13011000000	2212000000	10799000000	2501000000	701000000	None	632000000	7601000000	45621000000	16937000000	2312000000	9190000000	168000000	168000000	29546000000	None	17459000000	168000000	17291000000	17459000000	2134000000	5231000000	6835000000	None	15398000000	240000000	240000000
2022-12-31	USD	52880000000	20991000000	2547000000	2547000000	3088000000	2505000000	33674000000	7975000000	12163000000	13239000000	2459000000	10780000000	2285000000	685000000	None	533000000	6931000000	43614000000	15887000000	2117000000	8488000000	118000000	118000000	28643000000	None	15547000000	118000000	15429000000	15547000000	2089000000	6826000000	9266000000	None	16943000000	254000000	254000000
2021-12-31	USD	50873000000	19815000000	3604000000	3604000000	2981000000	1963000000	33047000000	7597000000	11503000000	13519000000	2706000000	10813000000	2789000000	689000000	None	688000000	7652000000	39914000000	13997000000	780000000	8107000000	6000000	6000000	27017000000	None	11676000000	6000000	11670000000	11676000000	2002000000	5928000000	10959000000	None	21600000000	271000000	271000000
2020-12-31	USD	50710000000	19378000000	3160000000	3160000000	3545000000	1978000000	33116000000	7213000000	10936000000	13818000000	3012000000	10806000000	2784000000	784000000	None	1150000000	6826000000	44672000000	13933000000	880000000	7545000000	500000000	500000000	31580000000	None	12169000000	500000000	11669000000	12169000000	1845000000	6196000000	6015000000	None	21636000000	279000000	279000000
2019-12-31	USD	47528000000	17095000000	1514000000	1514000000	3619000000	2337000000	32633000000	6591000000	10387000000	13817000000	3213000000	10604000000	3000000000	1200000000	None	531000000	6706000000	44357000000	13972000000	1281000000	7054000000	1250000000	0	31240000000	None	12654000000	1250000000	11404000000	12654000000	1921000000	5747000000	3127000000	None	18401000000	280000000	280000000
2018-12-31	USD	44876000000	16103000000	772000000	772000000	2997000000	2444000000	26796000000	6124000000	9965000000	14263000000	3494000000	10769000000	2500000000	1200000000	None	418000000	5178000000	43427000000	14398000000	2402000000	6491000000	1500000000	600000000	29029000000	None	14104000000	1500000000	12604000000	14704000000	1883000000	4311000000	1394000000	None	15434000000	281000000	283300000
2017-12-31	USD	46620000000	17505000000	2861000000	4261000000	2878000000	2265000000	27349000000	5775000000	9586000000	14604000000	3797000000	10807000000	2800000000	1400000000	1400000000	1509000000	5580000000	47396000000	12913000000	1467000000	None	750000000	0	34493000000	None	14263000000	750000000	13513000000	14263000000	1883000000	4548000000	-850000000	None	11405000000	284000000	284000000
2016-12-31	USD	47806000000	15108000000	1837000000	3037000000	9416000000	8202000000	27473000000	5549000000	9328000000	14857000000	4093000000	10764000000	2600000000	1400000000	1200000000	399000000	5667000000	46200000000	12542000000	1653000000	None	None	0	33658000000	None	14282000000	0	14282000000	14282000000	2349000000	4659000000	1511000000	None	13324000000	289000000	289000000
2015-12-31	USD	49304000000	14573000000	1090000000	2190000000	9997000000	7254000000	29760000000	5389000000	8877000000	14717000000	4022000000	10695000000	2400000000	1300000000	1100000000	441000000	5396000000	46207000000	13918000000	1745000000	None	956000000	0	31974000000	None	15261000000	956000000	14305000000	15261000000	1859000000	4902000000	3097000000	None	0	303000000	303000000
2014-12-31	USD	37046000000	12322000000	1446000000	2546000000	7583000000	5877000000	21702000000	4751000000	8738000000	8288000000	324000000	7964000000	2071000000	971000000	1100000000	744000000	4774000000	33646000000	11112000000	1562000000	None	None	1826000000	22561000000	None	6142000000	6142000000	6142000000	2335000000	1951000000	3877000000	3400000000	None	14956000000	314000000	314000000
