endDate,revenue
2013-12-31,146917.0
2014-12-31,144077.0
2015-12-31,149558.0
2016-12-31,151800.0
2017-12-31,156776.0
2018-12-31,160338.0
2019-12-31,155900.0
2020-12-31,127144.0
2021-12-31,136341.0
2022-12-31,158057.0
2023-12-31,176191.0
