endDate,revenue
2013-12-31,2079.7
2014-12-31,2246.562
2015-12-31,2363.139
2016-12-31,2570.803
2017-12-31,2788.188
2018-12-31,2998.097
2019-12-31,3199.517
2020-12-31,3936.623
2021-12-31,5295.584
2022-12-31,6179.727
2023-12-31,5541.595
