endDate,revenue
2013-12-31,0.02442
2014-12-31,0.029564
2015-12-31,32053.0
2016-12-31,37242.0
2017-12-31,40604.0
2018-12-31,43310.0
2019-12-31,44998.0
2020-12-31,68397.0
2021-12-31,80118.0
2022-12-31,79571.0
2023-12-31,78558.0
