endDate,revenue
2013-12-27,0.012026
2014-12-26,0.012669
2015-12-25,11811.0
2016-12-30,11069.0
2017-12-31,11408.0
2018-12-31,12250.0
2019-12-31,11937.0
2020-12-31,10583.0
2021-12-31,12522.0
2022-12-31,14853.0
2023-12-31,14657.0
