endDate,revenue
2014-03-31,0.003575
2015-03-31,0.004515
2016-03-31,4396.0
2017-03-31,4845.0
2018-03-31,5150.0
2019-03-31,4950.0
2020-03-31,5537.0
2021-03-31,5629.0
2022-03-31,6991.0
2023-03-31,7426.0
