endDate,revenue
2015-08-31,103444.0
2016-08-31,117351.0
2017-08-31,118214.0
2018-08-31,131537.0
2019-08-31,136866.0
2020-08-31,139537.0
2021-08-31,2.94
2022-08-31,5.02
2023-08-31,-3.57
