endDate,revenue
2014-08-30,9.475313
2015-08-29,10187.34
2016-08-27,10635.676
2017-08-26,10888.676
2018-08-25,11221.077
2019-08-31,11863.743
2020-08-29,12631.967
2021-08-28,14629.585
2022-08-27,16252.23
2023-08-26,17457.209
