endDate,revenue
2013-12-31,758.926
2014-12-31,0.818046
2015-12-31,894.638
2016-12-31,959.861
2017-12-31,995.791
2018-12-31,1046.859
2019-12-31,1152.193
2020-12-31,1241.165
2021-12-31,1290.767
2022-12-31,1517.386
2023-12-31,1627.501
