endDate,revenue
2013-12-28,0.0030565
2015-01-03,0.0032776999999999997
2016-01-02,3352.8
2016-12-31,3430.4
2017-12-30,3686.9
2018-12-29,4070.4
2019-12-28,4067.7
2021-01-02,3942.2
2022-01-01,4601.7
2022-12-31,4842.5
2023-12-30,5108.3
