endDate,revenue
2013-12-31,0.0020455
2014-12-31,0.0023229
2015-12-31,2493.7
2016-12-31,2963.7
2017-12-31,3435.3
2018-12-31,3722.8
2019-12-31,4348.0
2020-12-31,4386.3
2021-12-31,5232.5
2022-12-31,5382.4
2023-12-31,6004.8
